SpeciesCat_ISSCAAP_code,Species_AFSIS,CommName,Family,Order
38,Raja innominata,,Rajidae,RAJIFORMES
38,Dipturus innominatus,New Zealand smooth skate,Rajidae,RAJIFORMES
32,Coelorinchus innotabilis,Notable whiptail,Macrouridae,GADIFORMES
43,Neoglyphea inopinata,Fenix lobster,Glypheidae,REPTANTIA
33,Leviprora inops,,Platycephalidae,SCORPAENIFORMES
38,Raja inornata,California ray,Rajidae,RAJIFORMES
33,Boopsoidea inornata,Fransmadam,Sparidae,PERCOIDEI
33,Microlepidotus inornatus,Wavyline grunt,Haemulidae,PERCOIDEI
34,Lophiodes insidiator,Natal angler,Lophiidae,LOPHIIFORMES
33,Secutor insidiator,Pugnose ponyfish,Leiognathidae,PERCOIDEI
33,Glyptauchen insidiator,,Tetrarogidae,SCORPAENIFORMES
33,Epibulus insidiator,Sling-jaw wrasse,Labridae,PERCOIDEI
13,Stegophilus insidiosus,,Trichomycteridae,SILURIFORMES
13,Brycon insignis,Tiete tetra,Characidae,CHARACIFORMES
13,Semaprochilodus insignis,Kissing prochilodus,Curimatidae,CHARACIFORMES
13,Noturus insignis,Margined madtom,Ictaluridae,SILURIFORMES
33,Dadyanos insignis,,Zoarcidae,ZOARCOIDEI
13,Breitensteinia insignis,,Akysidae,SILURIFORMES
45,Metapenaeus insolitus,Emerald shrimp,Penaeidae,NATANTIA
35,Stolephorus insularis,Hardenberg's anchovy,Engraulidae,CLUPEIFORMES
91,Macrocystis integrifolia,,Lessoniaceae,PHAEOPHYCEAE
33,Chromis intercrusma,Peruvian chromis,Pomacentridae,PERCOIDEI
57,Sepiola intermedia,Intermediate bobtail squid,Sepiolidae,CEPHALOPODA
34,Pseudohowella intermedia,,Acropomatidae,PERCOIDEI
13,Moenkhausia intermedia,,Characidae,CHARACIFORMES
34,Lestrolepis intermedia,,Paralepididae,AULOPIFORMES
52,Cymatium intermedium,Intermediate hairy triton,Ranellidae,GASTROPODA
41,Macrobrachium intermedium,Striped river prawn,Palaemonidae,NATANTIA
37,Hyporhamphus intermedius,Asian pencil halfbeak,Hemiramphidae,BELONIFORMES
76,Strongylocentrotus intermedius,Japanese sea urchin,Strongylocentrotidae,ECHINOIDEA
45,Acetes intermedius,Taiwan mauxia shrimp,Sergestidae,NATANTIA
45,Metapenaeus intermedius,Middle shrimp,Penaeidae,NATANTIA
13,Schilbe intermedius,,Schilbeidae,SILURIFORMES
31,Etropus intermedius,,Paralichthyidae,PLEURONECTIFORMES
12,Ctenopharynx intermedius,Blackspot climbing perch,Cichlidae,PERCOIDEI
34,Aphanopus intermedius,Intermediate scabbardfish,Trichiuridae,SCOMBROIDEI
73,Crocodylus intermedius,Orinoco crocodile,Crocodylidae,CROCODILIA
33,Stethojulis interrupta,Cutribbon wrasse,Labridae,PERCOIDEI
56,Codakia interrupta,Interrupted lucine,Lucinidae,BIVALVIA
34,Loweina interrupta,,Myctophidae,MYCTOPHIFORMES
38,Bathyraja interrupta,Sandpaper skate,Rajidae,RAJIFORMES
43,Panulirus interruptus,Mexican spiny loster,Palinuridae,REPTANTIA
31,Cynoglossus interruptus,Genko sole,Cynoglossidae,PLEURONECTIFORMES
13,Archoplites interruptus,Sacramento perch,Centrarchidae,PERCOIDEI
33,Anisotremus interruptus,Burrito grunt,Haemulidae,PERCOIDEI
33,Mycteroperca interstitialis,Yellowmouth grouper,Serranidae,PERCOIDEI
93,Enteromorpha intestinalis,Hollow green nori,Ulvaceae,CHLOROPHYCEAE
74,Ciona intestinalis,Ciona,Cionidae,ASCIDIACEA
34,Lampanyctus intricarius,,Myctophidae,MYCTOPHIFORMES
52,Payraudeautia intricata,Entangled moon-shell,Naticidae,GASTROPODA
34,Dicrolene intronigra,,Ophidiidae,OPHIDIIFORMES
64,Trichechus inunguis,Amazonian manatee,Trichechidae,SIRENIA
33,Cosmocampus investigatoris,,Syngnathidae,SYNGNATHIFORMES
45,Parapenaeus investigatoris,Explorer rose shrimp,Penaeidae,NATANTIA
34,Satyrichthys investigatoris,,Peristediidae,SCORPAENIFORMES
38,Apristurus investigatoris,Broadnose catshark,Scyliorhinidae,CARCHARHINIFORMES
76,Cuenotaster involutus,,Solasteridae,ASTEROIDEA
34,Neopagetopsis ionah,Jonah's icefish,Channichthyidae,PERCOIDEI
33,Clevelandia ios,Arrow goby,Gobiidae,GOBIOIDEI
53,Crassostrea iredalei,Slipper cupped oyster,Ostreidae,BIVALVIA
42,Ovalipes iridescens,,Portunidae,BRACHYURA
33,Halichoeres iridis,,Labridae,PERCOIDEI
52,Haliotis iris,,Haliotidae,GASTROPODA
51,Villosa iris,Rainbow,Unionidae,BIVALVIA
34,Barathrites iris,,Ophidiidae,OPHIDIIFORMES
55,Argopecten irradians,Atlantic bay scallop,Pectinidae,BIVALVIA
38,Bathyraja irrasa,Kerguelen sandpaper skate,Rajidae,RAJIFORMES
76,Astropecten irregularis,,Astropectinidae,ASTEROIDEA
33,Gordiichthys irretitus,Horsehair eel,Ophichthidae,ANGUILLIFORMES
,Phoebastria irrorata,Waved albatross,Diomedeidae,PROCELLARIIFORMES
33,Epinephelus irroratus,Marquesan grouper,Serranidae,PERCOIDEI
42,Cancer irroratus,Atlantic rock crab,Cancridae,BRACHYURA
12,Tanganicodus irsacae,Spotfin goby cichlid,Cichlidae,PERCOIDEI
38,Rhinobatos irvinei,,Rhinobatidae,RAJIFORMES
13,Megalodoras irwini,,Doradidae,SILURIFORMES
52,Cyprea isabella,Isabelle cowrie,Cypraeidae,GASTROPODA
56,Mactra isabelleana,Isabel surf clam,Mactridae,BIVALVIA
38,Cephaloscyllium isabellum,Draughtsboard shark,Scyliorhinidae,CARCHARHINIFORMES
35,Anchoa ischana,Slender anchovy,Engraulidae,CLUPEIFORMES
23,Salmo ischchan,Sevan trout,Salmonidae,SALMONIFORMES
42,Erimacrus isenbeckii,Hair crab,Atelecyclidae,BRACHYURA
33,Scarus iserti,Striped parrotfish,Scaridae,PERCOIDEI
37,Trachipterus ishikawae,Slender ribbonfish,Trachipteridae,LAMPRIFORMES
23,Salangichthys ishikawae,,Salangidae,SALMONIFORMES
23,Hucho ishikawae,,Salmonidae,SALMONIFORMES
33,Furcina ishikawae,,Cottidae,SCORPAENIFORMES
13,Pollimyrus isidori,,Mormyridae,OSTEOGLOSSIFORMES
92,Eucheuma isiforme,,Solieriaceae,RHODOPHYCEAE
56,Arctica islandica,Ocean quahog,Arcticidae,BIVALVIA
55,Chlamys islandica,Iceland scallop,Pectinidae,BIVALVIA
34,Bythites islandicus,,Bythitidae,OPHIDIIFORMES
56,Ventricolaria isocardia,Heart venus,Veneridae,BIVALVIA
56,Trachycardium isocardia,Even cockle,Cardiidae,BIVALVIA
38,Centrophorus isodon,Black gulper shark,Squalidae,SQUALIFORMES
38,Carcharhinus isodon,Finetooth shark,Carcharhinidae,CARCHARHINIFORMES
33,Panturichthys isognathus,,Heterenchelyidae,ANGUILLIFORMES
53,Isognomon isognomum,Wader tree oyster,Isognomonidae,BIVALVIA
31,Isopsetta isolepis,Butter sole,Pleuronectidae,PLEURONECTIFORMES
56,Portlandia isonota,Kerguelen nut shell,Nuculanidae,BIVALVIA
31,Paralichthys isosceles,,Paralichthyidae,PLEURONECTIFORMES
33,Halimuraenoides isostigma,,Pseudochromidae,PERCOIDEI
38,Bathyraja isotrachys,,Rajidae,RAJIFORMES
12,Cichlasoma istlanum,,Cichlidae,PERCOIDEI
33,Epinephelus itajara,Jewfish,Serranidae,PERCOIDEI
32,Hymenocephalus italicus,Glasshead grenadier,Macrouridae,GADIFORMES
13,Nangra itchkeea,,Sisoridae,SILURIFORMES
37,Trachipterus jacksonensis,Blackflash ribbonfish,Trachipteridae,LAMPRIFORMES
13,Paramormyrops jacksoni,Ghost stonebasher,Mormyridae,OSTEOGLOSSIFORMES
33,Embiotoca jacksoni,Black perch,Embiotocidae,PERCOIDEI
33,Brachaluteres jacksonianus,Pigmy leatherjacket,Monacanthidae,TETRAODONTIFORMES
33,Ambassis jacksoniensis,,Ambassidae,PERCOIDEI
55,Pecten jacobaeus,Great Mediterranean scallop,Pectinidae,BIVALVIA
33,Myripristis jacobus,Blackbar soldierfish,Holocentridae,BERYCIFORMES
13,Toxotes jaculatrix,Banded archerfish,Toxotidae,PERCOIDEI
33,Tragulichthys jaculiferus,Longspine burrfish,Diodontidae,TETRAODONTIFORMES
33,Synodus jaculum,,Synodontidae,AULOPIFORMES
35,Harengula jaguana,Scaled herring,Clupeidae,CLUPEIFORMES
13,Paulicea jahu,,Pimelodidae,SILURIFORMES
38,Urolophus jamaicensis,Yellow stingray,Urolophidae,RAJIFORMES
33,Cynoscion jamaicensis,Jamaica weakfish,Sciaenidae,PERCOIDEI
13,Anchoviella jamesi,James's anchovy,Engraulidae,CLUPEIFORMES
33,Ellerkeldia jamesoni,,Serranidae,PERCOIDEI
13,Variichthys jamoerensis,Jamur Lake grunter,Terapontidae,PERCOIDEI
33,Elacatinus janssi,Spotback goby,Gobiidae,GOBIOIDEI
35,Anchoa januaria,Rio anchovy,Engraulidae,CLUPEIFORMES
57,Benthoctopus januarii,January octopus,Octopodidae,CEPHALOPODA
13,Phalloptychus januarius,,Poeciliidae,CYPRINODONTIFORMES
53,Isognomon janus,Janus tree oyster,Isognomonidae,BIVALVIA
33,Myoxocephalus jaok,Plain sculpin,Cottidae,SCORPAENIFORMES
38,Mobula japanica,Spinetail mobula,Mobulidae,RAJIFORMES
38,Hemitriakis japanica,Japanese topeshark,Triakidae,CARCHARHINIFORMES
76,Cucumaria japonica,,Cucumariidae,HOLOTHUROIDEA
61,Eubalaena japonica,North Pacific right whale,Balaenidae,MYSTICETI
37,Brama japonica,Pacific pomfret,Bramidae,PERCOIDEI
92,Hypnea japonica,,Hypneaceae,RHODOPHYCEAE
91,Laminaria japonica,Japanese kelp,Laminariaceae,PHAEOPHYCEAE
56,Katelysia japonica,Japan venus,Veneridae,BIVALVIA
56,Dosinia japonica,Japanese dosinia,Veneridae,BIVALVIA
51,Corbicula japonica,Japanese corbicula,Corbiculidae,BIVALVIA
57,Sepiella japonica,Japanese spineless cuttlefish,Sepiidae,CEPHALOPODA
57,Loligo japonica,Japanese squid,Loliginidae,CEPHALOPODA
45,Pasiphaea japonica,Japanese glass shrimp,Pasiphaeidae,NATANTIA
45,Pandalopsis japonica,Morotoge shrimp,Pandalidae,NATANTIA
43,Justitia japonica,Japanese furrow lobster,Palinuridae,REPTANTIA
43,Callianassa japonica,Japanese ghost shrimp,Callianassidae,REPTANTIA
42,Paromola japonica,Japan. deep-water carrier crab,Homolidae,BRACHYURA
42,Charybdis japonica,Japanese swimming crab,Portunidae,BRACHYURA
38,Squatina japonica,Japanese angelshark,Squatinidae,SQUALIFORMES
37,Sphyraena japonica,,Sphyraenidae,OTHER PERCIFORMES
31,Pseudaesopia japonica,Wavyband sole,Soleidae,PLEURONECTIFORMES
34,Polymixia japonica,,Polymixiidae,BERYCIFORMES
32,Physiculus japonica,Japanese codling,Moridae,GADIFORMES
24,Nematalosa japonica,Japanese gizzard shad,Clupeidae,CLUPEIFORMES
38,Narke japonica,,Narcinidae,TORPEDINIFORMES
34,Monocentris japonica,Pineconefish,Monocentridae,BERYCIFORMES
33,Inegocia japonica,Japanese flathead,Platycephalidae,SCORPAENIFORMES
31,Heteromycteris japonica,Bamboo sole,Soleidae,PLEURONECTIFORMES
38,Gymnura japonica,Japanese butterflyray,Gymnuridae,RAJIFORMES
33,Evynnis japonica,Crimson seabream,Sparidae,PERCOIDEI
22,Anguilla japonica,Japanese eel,Anguillidae,ANGUILLIFORMES
34,Acropoma japonicum,Glowbelly,Acropomatidae,PERCOIDEI
82,Corallium japonicum,Aka coral,Coralliidae,ANTHOZOA
55,Amusium japonicum,Saucer scallop,Pectinidae,BIVALVIA
34,Zenion japonicum,,Macrurocyttidae,ZEIFORMES
34,Glyptophidium japonicum,,Ophidiidae,OPHIDIIFORMES
34,Diplacanthopoma japonicum,,Bythitidae,OPHIDIIFORMES
38,Cirrhoscyllium japonicum,Saddle carpetshark,Parascylliidae,ORECTOLOBIFORMES
33,Upeneus japonicus,Bensasi goatfish,Mullidae,PERCOIDEI
33,Callionymus japonicus,,Callionymidae,OTHER PERCIFORMES
38,Oxynotus japonicus,Japanese roughshark,Oxynotidae,SQUALIFORMES
42,Chionoecetes japonicus,Red snow crab,Majidae,BRACHYURA
33,Ostichthys japonicus,Japanese soldierfish,Holocentridae,BERYCIFORMES
76,Apostichopus japonicus,Japanese sea cucumber,Stichopodidae,HOLOTHUROIDEA
45,Notostomus japonicus,Japanese spinyridge,Oplophoridae,NATANTIA
45,Alpheus japonicus,Japanese snapping shrimp,Alpheidae,NATANTIA
43,Thaumastocheles japonicus,Pacific pincer lobster,Thaumastochelidae,REPTANTIA
43,Parribacus japonicus,Japanese mitten lobster,Scyllaridae,REPTANTIA
43,Metanephrops japonicus,Japanese lobster,Nephropidae,REPTANTIA
43,Panulirus japonicus,Japanese spiny lobster,Palinuridae,REPTANTIA
45,Acetes japonicus,Akiami paste shrimp,Sergestidae,NATANTIA
45,Penaeus japonicus,Kuruma prawn,Penaeidae,NATANTIA
34,Uranoscopus japonicus,,Uranoscopidae,TRACHINOIDEI
37,Trachurus japonicus,Japanese jack mackerel,Carangidae,PERCOIDEI
34,Synagrops japonicus,Blackmouth splitfin,Acropomatidae,PERCOIDEI
38,Squalus japonicus,Japanese spurdog,Squalidae,SQUALIFORMES
37,Scomber japonicus,Chub mackerel,Scombridae,SCOMBROIDEI
38,Pristiophorus japonicus,Japanese sawshark,Pristiophoridae,SQUALIFORMES
33,Percis japonicus,,Agonidae,SCORPAENIFORMES
38,Orectolobus japonicus,Japanese wobbegong,Orectolobidae,ORECTOLOBIFORMES
33,Nemipterus japonicus,Japanese threadfin bream,Nemipteridae,PERCOIDEI
33,Lateolabrax japonicus,Japanese seabass,Percichthyidae,PERCOIDEI
33,Hime japonicus,Japanese thread-sail fish,Aulopidae,AULOPIFORMES
38,Heterodontus japonicus,Japanese bullhead shark,Heterodontidae,HETERODONTIFORMES
34,Heminodus japonicus,,Peristediidae,SCORPAENIFORMES
35,Engraulis japonicus,Japanese anchovy,Engraulidae,CLUPEIFORMES
33,Cookeolus japonicus,Longfinned bullseye,Priacanthidae,PERCOIDEI
34,Conger japonicus,,Congridae,ANGUILLIFORMES
33,Calotomus japonicus,Japanese parrotfish,Scaridae,PERCOIDEI
33,Calliurichthys japonicus,,Callionymidae,OTHER PERCIFORMES
33,Callanthias japonicus,,Callanthiidae,PERCOIDEI
32,Coelorinchus japonicus,Japanese grenadier,Macrouridae,GADIFORMES
34,Branchiostegus japonicus,Horsehead tilefish,Branchiostegidae,PERCOIDEI
34,Bembras japonicus,,Bembridae,SCORPAENIFORMES
33,Aulichthys japonicus,,Aulorhynchidae,GASTEROSTEIFORMES
34,Atrophacanthus japonicus,,Triacanthodidae,TETRAODONTIFORMES
33,Argyrosomus japonicus,Japanese meagre,Sciaenidae,PERCOIDEI
34,Arctoscopus japonicus,Japanese sandfish,Trichodontidae,TRACHINOIDEI
38,Apristurus japonicus,Japanese catshark,Scyliorhinidae,CARCHARHINIFORMES
33,Terapon jarbua,Jarbua terapon,Terapontidae,PERCOIDEI
13,Scleropages jardinii,Australian bonytongue,Osteoglossidae,OSTEOGLOSSIFORMES
41,Macrobrachium jaroense,Jaro river prawn,Palaemonidae,NATANTIA
52,Turricula javana,Javanese turrid,Turridae,GASTROPODA
52,Siphonaria javanica,Javanese false limpet,Siphonariidae,GASTROPODA
56,Pharella javanica,Javanese razor clam,Solenidae,BIVALVIA
38,Trygonoptera javanica,,Urolophidae,RAJIFORMES
38,Rhinoptera javanica,Flapnose ray,Myliobatidae,RAJIFORMES
41,Macrobrachium javanicum,Java river prawn,Palaemonidae,NATANTIA
31,Pseudorhombus javanicus,Javan flounder,Paralichthyidae,PLEURONECTIFORMES
13,Oryzias javanicus,Javanese ricefish,Adrianichthyidae,BELONIFORMES
33,Siganus javus,Streaked spinefoot,Siganidae,ACANTHUROIDEI
11,Aspidoparia jaya,,Cyprinidae,CYPRINIFORMES
33,Roa jayakari,Indian barred butterflyfish,Chaetodontidae,PERCOIDEI
38,Rhinoptera jayakari,Oman cownose ray,Myliobatidae,RAJIFORMES
33,Arius jella,Blackfin sea catfish,Ariidae,SILURIFORMES
37,Sphyraena jello,Pickhandle barracuda,Sphyraenidae,OTHER PERCIFORMES
41,Macrobrachium jelskii,Agar river prawn,Palaemonidae,NATANTIA
38,Himantura jenkinsii,Jenkins whipray,Dasyatidae,RAJIFORMES
38,Raja jenseni,Shorttail skate,Rajidae,RAJIFORMES
31,Catathyridium jenynsii,,Achiridae,PLEURONECTIFORMES
11,Hypselobarbus jerdoni,Jerdon's carp,Cyprinidae,CYPRINIFORMES
33,Pristotis jerdoni,Gulf damselfish,Pomacentridae,PERCOIDEI
33,Xenocys jessiae,,Haemulidae,PERCOIDEI
34,Chirodactylus jessicalenorum,Natal fingerfin,Cheilodactylidae,PERCOIDEI
12,Oreochromis jipe,,Cichlidae,PERCOIDEI
13,Pimelodus jivaro,,Pimelodidae,SILURIFORMES
33,Lutjanus jocu,Dog snapper,Lutjanidae,PERCOIDEI
33,Centropyge joculator,Yellowhead angelfish,Pomacanthidae,PERCOIDEI
12,Crenicichla johanna,,Cichlidae,PERCOIDEI
12,Melanochromis johannii,Bluegray mbuna,Cichlidae,PERCOIDEI
38,Raja johannisdavisi,,Rajidae,RAJIFORMES
42,Cancer johngarthi,Northern lemon rock crab,Cancridae,BRACHYURA
44,Cervimunida johni,Blue squat lobster,Galatheidae,ANOMURA
33,Lutjanus johnii,John's snapper,Lutjanidae,PERCOIDEI
34,Rexichthys johnpaxtoni,Paxton's escolar,Gempylidae,SCOMBROIDEI
82,Paragorgia johnsoni,,Paragorgiidae,ANTHOZOA
34,Melanocetus johnsoni,Humpback anglerfish,Melanocetidae,LOPHIIFORMES
33,Cirricaecula johnsoni,,Ophichthidae,ANGUILLIFORMES
32,Halargyreus johnsonii,Slender codling,Moridae,GADIFORMES
33,Schultzidia johnstonensis,Johnston snake-eel,Ophichthidae,ANGUILLIFORMES
12,Docimodus johnstoni,,Cichlidae,PERCOIDEI
73,Crocodylus johnstoni,Australian crocodile,Crocodylidae,CROCODILIA
92,Gelidium johnstonii,Red gelidium,Gelidiaceae,RHODOPHYCEAE
11,Barbus johnstonii,,Cyprinidae,CYPRINIFORMES
11,Neohomaloptera johorensis,,Balitoridae,CYPRINIFORMES
33,Cryptichthys jojettae,Cryptic triplefin,Tripterygiidae,OTHER PERCIFORMES
12,Tilapia joka,,Cichlidae,PERCOIDEI
41,Daphnia jollyi,,Daphniidae,CLADOCERA
11,Travancoria jonesi,,Balitoridae,CYPRINIFORMES
33,Lutjanus jordani,Jordan's snapper,Lutjanidae,PERCOIDEI
45,Pandalus jordani,Ocean shrimp,Pandalidae,NATANTIA
33,Triglops jordani,Jordan's sculpin,Cottidae,SCORPAENIFORMES
33,Teixeirichthys jordani,Jordan's damsel,Pomacentridae,PERCOIDEI
34,Sebastes jordani,Shortbelly rockfish,Scorpaenidae,SCORPAENIFORMES
33,Ronquilus jordani,Northern ronquil,Bathymasteridae,ZOARCOIDEI
11,Ptychidio jordani,,Cyprinidae,CYPRINIFORMES
23,Neosalanx jordani,,Salangidae,SALMONIFORMES
33,Mycteroperca jordani,Gulf grouper,Serranidae,PERCOIDEI
33,Hemilepidotus jordani,Yellow Irish lord,Cottidae,SCORPAENIFORMES
31,Eopsetta jordani,Petrale sole,Pleuronectidae,PLEURONECTIFORMES
38,Chimaera jordani,,Chimaeridae,CHIMAERIFORMES
34,Caulophryne jordani,,Caulophrynidae,LOPHIIFORMES
34,Careproctus jordani,,Liparidae,SCORPAENIFORMES
33,Agonomalus jordani,,Agonidae,SCORPAENIFORMES
52,Neverita josephinia,Josephine's moon-shell,Naticidae,GASTROPODA
57,Octopus joubini,Pygmy octopus,Octopodidae,CEPHALOPODA
11,Pseudolaubuca jouyi,,Cyprinidae,CYPRINIFORMES
45,Metapenaeus joyneri,Shiba shrimp,Penaeidae,NATANTIA
31,Cynoglossus joyneri,Red tonguesole,Cynoglossidae,PLEURONECTIFORMES
33,Aspericorvina jubata,Prickly croaker,Sciaenidae,PERCOIDEI
63,Eumetopias jubatus,Steller sea lion,Otariidae,PINNIPEDIA
33,Ptarmus jubatus,Crested scorpionfish,Aploactinidae,SCORPAENIFORMES
33,Pomadasys jubelini,Sompat grunt,Haemulidae,PERCOIDEI
33,Prolatilus jugularis,Pacific sandperch,Pinguipedidae,TRACHINOIDEI
33,Glyptoparus jugularis,Jugular blenny,Blenniidae,OTHER PERCIFORMES
33,Coris julis,Rainbow wrasse,Labridae,PERCOIDEI
11,Probarbus jullieni,Isok barb,Cyprinidae,CYPRINIFORMES
13,Brachyplatystoma juruense,Zebra catfish,Pimelodidae,SILURIFORMES
13,Jurengraulis juruensis,Jurua anchovy,Engraulidae,CLUPEIFORMES
52,Clanculus jussieui,Jussieu's chanculus,Trochidae,GASTROPODA
35,Sardinella jussieui,Mauritian sardinella,Clupeidae,CLUPEIFORMES
33,Pomadasys kaakan,Javelin grunter,Haemulidae,PERCOIDEI
41,Palaemonetes kadiakensis,Mississippi grass shrimp,Palaemonidae,NATANTIA
34,Argentina kagoshimae,,Argentinidae,SALMONIFORMES
33,Paraploactis kagoshimensis,,Aploactinidae,SCORPAENIFORMES
38,Trygonoptera kaiana,,Urolophidae,RAJIFORMES
33,Ostichthys kaianus,Kai soldierfish,Holocentridae,BERYCIFORMES
31,Aseraggodes kaianus,,Soleidae,PLEURONECTIFORMES
32,Coelorinchus kaiyomaru,Campbell whiptail,Macrouridae,GADIFORMES
33,Pristiapogon kallopterus,Iridescent cardinalfish,Apogonidae,PERCOIDEI
11,Epalzeorhynchos kalopterus,Flying fox,Cyprinidae,CYPRINIFORMES
35,Thryssa kammalensis,Kammal thryssa,Engraulidae,CLUPEIFORMES
38,Pseudocarcharias kamoharai,Crocodile shark,Pseudocarchariidae,LAMNIFORMES
38,Centroscyllium kamoharai,Bareskin dogfish,Squalidae,SQUALIFORMES
32,Coelorinchus kamoharai,Kamohara grenadier,Macrouridae,GADIFORMES
38,Apristurus kampae,Longnose catshark,Scyliorhinidae,CARCHARHINIFORMES
13,Achirophichthys kampeni,Freshwater snake-eel,Ophichthidae,ANGUILLIFORMES
57,Gonatus kamtschaticus,Shortarm gonate squid,Gonatidae,CEPHALOPODA
52,Haliotis kamtschatkana,Pinto abalone,Haliotidae,GASTROPODA
37,Rastrelliger kanagurta,Indian mackerel,Scombridae,SCOMBROIDEI
38,Aulohalaelurus kanakorum,Kanakorum catshark,Scyliorhinidae,CARCHARHINIFORMES
13,Pinniwallago kanpurensis,,Siluridae,SILURIFORMES
33,Polynemus kapuasensis,Kapuas elegant paradise fish,Polynemidae,PERCOIDEI
12,Oreochromis karomo,Karomo,Cichlidae,PERCOIDEI
12,Oreochromis karongae,,Cichlidae,PERCOIDEI
32,Coelorinchus karrerae,Karrer's whiptail,Macrouridae,GADIFORMES
42,Chaceon karubar,Indonesian golden crab,Geryonidae,BRACHYURA
33,Occella kasawai,,Agonidae,SCORPAENIFORMES
33,Lutjanus kasmira,Common bluestripe snapper,Lutjanidae,PERCOIDEI
33,Dermatopsoides kasougae,Orange brotula,Bythitidae,OPHIDIIFORMES
34,Anomalops katoptron,Splitfin flashlightfish,Anomalopidae,BERYCIFORMES
33,Pterapogon kauderni,,Apogonidae,PERCOIDEI
21,Pseudoscaphirhynchus kaufmanni,Amu Darya sturgeon,Acipenseridae,ACIPENSERIFORMES
33,Enneacampus kaupi,,Syngnathidae,SYNGNATHIFORMES
13,Yirrkala kaupii,,Ophichthidae,ANGUILLIFORMES
34,Synaphobranchus kaupii,Kaup's arrowtooth eel,Synaphobranchidae,ANGUILLIFORMES
13,Coreoperca kawamebari,,Percichthyidae,PERCOIDEI
13,Chendol keelini,,Chaudhuriidae,SYNBRANCHIFORMES
56,Tresus keenae,Japanese horse clam,Mactridae,BIVALVIA
76,Holothuria kefersteini,,Holothuriidae,HOLOTHUROIDEA
53,Saccostrea kegaki,Kegaki oyster,Ostreidae,BIVALVIA
24,Hilsa kelee,Kelee shad,Clupeidae,CLUPEIFORMES
56,Chione kellettii,Kellett's Panama venus,Veneridae,BIVALVIA
11,Hemigrammocapoeta kemali,,Cyprinidae,CYPRINIFORMES
34,Lophiodes kempi,Longspine African angler,Lophiidae,LOPHIIFORMES
56,Solen kempi,Kemp's razor shell,Solenidae,BIVALVIA
33,Notothenia kempi,Striped-eyed rockcod,Nototheniidae,PERCOIDEI
72,Lepidochelys kempii,Kemp's ridley turtle,Cheloniidae,TESTUDINES
33,Apterichtus kendalli,,Ophichthidae,ANGUILLIFORMES
37,Trachinotus kennedyi,Blackblotch pompano,Carangidae,PERCOIDEI
38,Raja kenojei,,Rajidae,RAJIFORMES
33,Anisochromis kenyae,,Pseudochromidae,PERCOIDEI
45,Penaeus kerathurus,Caramote prawn,Penaeidae,NATANTIA
74,Molgula kerguelenensis,,Molgulidae,ASCIDIACEA
74,Eugyra kerguelenensis,,Molgulidae,ASCIDIACEA
76,Leptychaster kerguelenensis,,Astropectinidae,ASTEROIDEA
52,Doris kerguelenensis,,Dorididae,GASTROPODA
52,Nacella kerguelenensis,Kerguelen limpet,Patellidae,GASTROPODA
76,Cucumaria kerguelensis,,Cucumariidae,HOLOTHUROIDEA
76,Promachocrinus kerguelensis,,Antedonidae,CRINOIDEA
77,Neanthes kerguelensis,,Nereididae,POLYCHAETA
58,Leptochiton kerguelensis,,Leptochitonidae,POLYPLACOPHORA
33,Parma kermadecensis,Kermadec scalyfin,Pomacentridae,PERCOIDEI
32,Coelorinchus kermadecus,Kermadec rattail,Macrouridae,GADIFORMES
13,Inpaichthys kerri,Royal tetra,Characidae,CHARACIFORMES
25,Lethenteron kessleri,Siberian lamprey,Petromyzontidae,PETROMYZONTIFORMES
31,Arnoglossus kessleri,Scaldback,Bothidae,PLEURONECTIFORMES
45,Pandalus kessleri,Hokkai shrimp,Pandalidae,NATANTIA
